EndDate,Role in Operation,County,Regions,Total Yield Bearing Acreage,Acre Ranges,Total Non-Yield Bearing Acreage,Pollination Manager,Cover Crop Grown,Cover Crop Seeds,Cover Crop Satisfaction,Cover Crop Interest,Cover Crop Concerns,Cover Crop Incentives,Water Source,PPH Grown,PPH Satisfaction,PPH Interest,PPH Concerns,PPH Incentives,Pollination,Beekeeper Location,Rental Price,Age
1/22/20,Owner/operator of almond orchard(s),"Madera,Fresno",South,50,Medium,15,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Pesticide applicator,Beekeeper,Bee broker",Yes,"Federal cost-share program (e.g., EQIP),Private cost-share program (e.g., Seeds for Bees),Directly from seed company,PCA/CCA/Crop consultant",Very Satisfied,,"Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Inadequate soil type for cover crops,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations",,Surface water,Yes,Somewhat Satisfied,,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Physical interference with operations,Availability of water,Increased risk of frost damage,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents),Fire danger from vegetation,Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat",Decreased rental fee for managed bee colonies,We rented all our bees,"California, but not a neighboring county",N/A,45-54 years old
1/22/20,Owner/operator of almond orchard(s),Merced,Central,72,Medium,0,Beekeeper,Yes,"Private cost-share program (e.g., Seeds for Bees)",Very Satisfied,,"Availability of water,Expense of water,Labor to grow/maintain it",,A combination of surface water and groundwater,Yes,Somewhat Satisfied,,"Labor to plant and maintain it,Physical interference with operations,Availability of water",None of these are incentives,We rented some bees and supplied some of our own,Near your orchard(s): from the same county or a neighboring county,185,55-64 years old
1/22/20,Owner/operator of almond orchard(s),Stanislaus,Central,100,Medium,240,"Owner of the almond orchard(s),Farm manager",No,,,No,"Incompatibility with irrigation system(s),Inadequate soil type for cover crops,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)",Increased strength of bee colonies during bloom,A combination of surface water and groundwater,No,,No,"Lack of available land,Availability of water",Increased strength of bee colonies during bloom and afterwards,We rented all our bees,"California, but not a neighboring county",180,65-74 years old
1/22/20,Farm manager (not owner),Stanislaus,Central,249,Large,66,"Farm manager,Affiliated PCA (with an agricultural retailer)",No,,,Yes,We have no concerns about cover crops,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom",A combination of surface water and groundwater,No,,Yes,We have no concerns about permanent habitat,"Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,Out of state,173,55-64 years old
1/22/20,Farm manager (not owner),Stanislaus,Central,80,Medium,0,"Farm manager,Affiliated PCA (with an agricultural retailer),Beekeeper",No,,,Not sure,"Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,No,,Not sure,"Lack of available land,Effort/time to manage it,Cost to plant and maintain it,Lack of information about how to grow permanent pollinator habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Out of state,180,55-64 years old
1/22/20,Owner/operator of almond orchard(s),Stanislaus,Central,120,Medium,20,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",No,,,Not sure,Limited time for planting due to competing operations,None of these are incentives,Surface water,No,,No,We have no concerns about permanent habitat,None of these are incentives,We rented all our bees,Out of state,165,65-74 years old
1/22/20,Owner/operator of almond orchard(s),"San Joaquin, Kerman",Central,55,Medium,0,Affiliated PCA (with an agricultural retailer),Yes,PCA/CCA/Crop consultant,Somewhat Satisfied,,"Availability of water,Expense of water,Effort/time to manage it,Labor to grow/maintain it,Cost of seeds,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations",,A combination of surface water and groundwater,No,,No,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Physical interference with operations,Expense of water,Availability of water,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,We rented all our bees,Out of state,190,35-44 years old
1/22/20,Owner/operator of almond orchard(s),Stanislaus,Central,35,Small,0,Owner of the almond orchard(s),No,,,Not sure,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Increased risk of frost damage","Federal cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,Not sure,,Not sure,Lack of information about how to grow permanent pollinator habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Out of state,185,55-64 years old
1/22/20,Owner/operator of almond orchard(s),Fresno,South,62,Medium,0,Owner of the almond orchard(s),No,,,No,"Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it",None of these are incentives,A combination of surface water and groundwater,No,,No,"Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Physical interference with operations,Expense of water",None of these are incentives,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,,45-54 years old
1/22/20,Owner/operator of almond orchard(s),Stanislaus,Central,30,Small,30,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",No,,,Not sure,"Availability of water,Increased risk of frost damage,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Surface water,No,,No,"Lack of available land,Labor to plant and maintain it,Cost to plant and maintain it,Physical interference with operations,Availability of water",Increased strength of bee colonies during bloom and afterwards,We rented all our bees,Out of state,195,55-64 years old
1/22/20,Owner/operator of almond orchard(s),Kern,South,37,Small,0,Independent PCA (not affiliated with an agricultural retailer),No,,,Not sure,"Expense of water,Incompatibility with irrigation system(s)",Federal cost-share program that covers the cost of cover crop seeds,Groundwater,No,,Not sure,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Availability of water",Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,We rented all our bees,"California, but not a neighboring county",200,45-54 years old
1/22/20,Owner/operator of almond orchard(s),Merced,Central,18,Small,0,"Owner of the almond orchard(s),Farm manager,Beekeeper",No,,,No,"Availability of water,Effort/time to manage it,Labor to grow/maintain it",None of these are incentives,Groundwater,No,,No,Lack of available land,None of these are incentives,We rented all our bees,Out of state,N/A,35-44 years old
1/22/20,Owner/operator of almond orchard(s),Stanislaus,Central,14,Small,0,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer),Beekeeper",No,,,Not sure,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Physical interference with operations","Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",,No,,Not sure,"Effort/time to manage it,Incompatibility with irrigation system(s),Physical interference with operations,Expense of water,Availability of water,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,"California, but not a neighboring county",,55-64 years old
